period,Series_reference,Data_value,Units,STATUS,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,Magnitude
2015.03,SNEA.S2ND4101S111C4,497,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2016.03,SNEA.S2ND4101S111C4,531,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2017.03,SNEA.S2ND4101S111C4,495,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2018.03,SNEA.S2ND4101S111C4,476,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2019.03,SNEA.S2ND4101S111C4,281,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2020.03,SNEA.S2ND4101S111C4,259,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2021.03,SNEA.S2ND4101S111C4,249,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2022.03,SNEA.S2ND4101S111C4,265,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2023.03,SNEA.S2ND4101S111C4,382,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2024.03,SNEA.S2ND4101S111C4,473,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
1999.03,SNEA.S2ND4101S111C9,4862,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2000.03,SNEA.S2ND4101S111C9,5002,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2001.03,SNEA.S2ND4101S111C9,5233,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2002.03,SNEA.S2ND4101S111C9,4833,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2003.03,SNEA.S2ND4101S111C9,5486,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2004.03,SNEA.S2ND4101S111C9,4899,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2005.03,SNEA.S2ND4101S111C9,5487,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2006.03,SNEA.S2ND4101S111C9,8328,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2007.03,SNEA.S2ND4101S111C9,8987,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2008.03,SNEA.S2ND4101S111C9,10988,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2009.03,SNEA.S2ND4101S111C9,11567,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2010.03,SNEA.S2ND4101S111C9,9148,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2011.03,SNEA.S2ND4101S111C9,9461,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2012.03,SNEA.S2ND4101S111C9,8465,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2013.03,SNEA.S2ND4101S111C9,8178,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2014.03,SNEA.S2ND4101S111C9,8403,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2015.03,SNEA.S2ND4101S111C9,9296,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2016.03,SNEA.S2ND4101S111C9,8416,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2017.03,SNEA.S2ND4101S111C9,7608,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2018.03,SNEA.S2ND4101S111C9,7803,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2019.03,SNEA.S2ND4101S111C9,8753,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2020.03,SNEA.S2ND4101S111C9,8586,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2021.03,SNEA.S2ND4101S111C9,7510,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2022.03,SNEA.S2ND4101S111C9,7049,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2023.03,SNEA.S2ND4101S111C9,9260,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
2024.03,SNEA.S2ND4101S111C9,11229,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,National private and foreign control,,6
1999.03,SNEA.S2ND4101S121C0,3073,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2000.03,SNEA.S2ND4101S121C0,2807,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2001.03,SNEA.S2ND4101S121C0,3120,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2002.03,SNEA.S2ND4101S121C0,3149,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2003.03,SNEA.S2ND4101S121C0,3124,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2004.03,SNEA.S2ND4101S121C0,3291,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2005.03,SNEA.S2ND4101S121C0,3983,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2006.03,SNEA.S2ND4101S121C0,5142,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2007.03,SNEA.S2ND4101S121C0,5883,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2008.03,SNEA.S2ND4101S121C0,6623,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2009.03,SNEA.S2ND4101S121C0,7615,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2010.03,SNEA.S2ND4101S121C0,6715,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2011.03,SNEA.S2ND4101S121C0,6101,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2012.03,SNEA.S2ND4101S121C0,6030,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2013.03,SNEA.S2ND4101S121C0,5805,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2014.03,SNEA.S2ND4101S121C0,5407,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2015.03,SNEA.S2ND4101S121C0,5872,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2016.03,SNEA.S2ND4101S121C0,5828,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2017.03,SNEA.S2ND4101S121C0,6033,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2018.03,SNEA.S2ND4101S121C0,6023,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2019.03,SNEA.S2ND4101S121C0,6379,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2020.03,SNEA.S2ND4101S121C0,6169,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2021.03,SNEA.S2ND4101S121C0,5432,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2022.03,SNEA.S2ND4101S121C0,5041,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2023.03,SNEA.S2ND4101S121C0,6762,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
2024.03,SNEA.S2ND4101S121C0,9138,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-corporate business enterprises,All control,,6
1999.03,SNEA.S2ND4101S131C0,17,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2000.03,SNEA.S2ND4101S131C0,13,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2001.03,SNEA.S2ND4101S131C0,19,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2002.03,SNEA.S2ND4101S131C0,21,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2003.03,SNEA.S2ND4101S131C0,13,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2004.03,SNEA.S2ND4101S131C0,12,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2005.03,SNEA.S2ND4101S131C0,13,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2006.03,SNEA.S2ND4101S131C0,22,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2007.03,SNEA.S2ND4101S131C0,18,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2008.03,SNEA.S2ND4101S131C0,24,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2009.03,SNEA.S2ND4101S131C0,32,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2010.03,SNEA.S2ND4101S131C0,30,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2011.03,SNEA.S2ND4101S131C0,33,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2012.03,SNEA.S2ND4101S131C0,33,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2013.03,SNEA.S2ND4101S131C0,33,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2014.03,SNEA.S2ND4101S131C0,19,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2015.03,SNEA.S2ND4101S131C0,17,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2016.03,SNEA.S2ND4101S131C0,21,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2017.03,SNEA.S2ND4101S131C0,28,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2018.03,SNEA.S2ND4101S131C0,15,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2019.03,SNEA.S2ND4101S131C0,18,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2020.03,SNEA.S2ND4101S131C0,17,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2021.03,SNEA.S2ND4101S131C0,18,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2022.03,SNEA.S2ND4101S131C0,25,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2023.03,SNEA.S2ND4101S131C0,28,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
2024.03,SNEA.S2ND4101S131C0,42,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-profit business enterprises,All control,,6
1999.03,SNEA.S2ND4101S200C0,14410,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Financial business enterprises,All control,,6
2000.03,SNEA.S2ND4101S200C0,13160,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Financial business enterprises,All control,,6
2001.03,SNEA.S2ND4101S200C0,15413,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Financial business enterprises,All control,,6
2002.03,SNEA.S2ND4101S200C0,16452,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Financial business enterprises,All control,,6
2003.03,SNEA.S2ND4101S200C0,17784,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Financial business enterprises,All control,,6
2004.03,SNEA.S2ND4101S200C0,19912,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Financial business enterprises,All control,,6
2005.03,SNEA.S2ND4101S200C0,22549,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Financial business enterprises,All control,,6
2006.03,SNEA.S2ND4101S200C0,28705,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Financial business enterprises,All control,,6
2007.03,SNEA.S2ND4101S200C0,37378,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Financial business enterprises,All control,,6
